fc,ds,dimension,promise,arrival,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units_from_shipment_data,cumulative_route_assignment
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.83,not_defined,0,"('r104', 'r1506', 'r7782', 'r7854')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.02,not_defined,0,"('r34', 'r103', 'r1481', 'r6713', 'r7013', 'r7223', 'r7403')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.02,not_defined,0,"('r103', 'r1481', 'r7223', 'r7403')",1.0,"[('r103', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.12,not_defined,0,"('r34', 'r103', 'r1482', 'r6714', 'r7014', 'r7224', 'r7404')",2.0,"[('r34', 2)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.12,not_defined,0,"('r103', 'r1482', 'r7224', 'r7404')",6.0,"[('r103', 6)]"
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.88,not_defined,0,"('r35', 'r104', 'r1507', 'r7579', 'r7699', 'r7783', 'r7855')",1.0,"[('r35', 1)]"
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.88,not_defined,0,"('r104', 'r1507', 'r7783', 'r7855')",3.0,"[('r104', 1), ('r1507', 2)]"
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.91,not_defined,0,"('r35', 'r104', 'r1508', 'r7580', 'r7700', 'r7784', 'r7856')",2.0,"[('r35', 2)]"
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.91,not_defined,0,"('r104', 'r1508', 'r7784', 'r7856')",6.0,"[('r104', 5), ('r1508', 1)]"
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.87,not_defined,0,"('r35', 'r104', 'r1509', 'r7581', 'r7701', 'r7785', 'r7857')",0.0,
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.87,not_defined,0,"('r104', 'r1509', 'r7785', 'r7857')",0.0,
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.15,not_defined,0,"('r35', 'r104', 'r1510', 'r7582', 'r7702', 'r7786', 'r7858')",1.0,"[('r35', 1)]"
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.15,not_defined,0,"('r104', 'r1510', 'r7786', 'r7858')",4.0,"[('r104', 2), ('r1510', 2)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.03,not_defined,0,"('r34', 'r103', 'r1483', 'r6715', 'r7015', 'r7225', 'r7405')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.03,not_defined,0,"('r103', 'r1483', 'r7225', 'r7405')",1.0,"[('r103', 1)]"
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.97,not_defined,0,"('r35', 'r104', 'r1511', 'r7583', 'r7703', 'r7787', 'r7859')",0.0,
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.97,not_defined,0,"('r104', 'r1511', 'r7787', 'r7859')",1.0,"[('r1511', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.03,not_defined,0,"('r34', 'r103', 'r1484', 'r6716', 'r7016', 'r7226', 'r7406')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.03,not_defined,0,"('r103', 'r1484', 'r7226', 'r7406')",2.0,"[('r103', 2)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.99,not_defined,0,"('r34', 'r103', 'r1485', 'r6717', 'r7017', 'r7227', 'r7407')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.99,not_defined,0,"('r103', 'r1485', 'r7227', 'r7407')",1.0,"[('r103', 1)]"
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.94,not_defined,0,"('r35', 'r104', 'r1512', 'r7584', 'r7704', 'r7788', 'r7860')",0.0,
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.94,not_defined,0,"('r104', 'r1512', 'r7788', 'r7860')",1.0,"[('r1512', 1)]"
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.93,not_defined,0,"('r35', 'r104', 'r1513', 'r7585', 'r7705', 'r7789', 'r7861')",0.0,
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.93,not_defined,0,"('r104', 'r1513', 'r7789', 'r7861')",1.0,"[('r1513', 1)]"
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.92,not_defined,0,"('r35', 'r104', 'r1514', 'r7586', 'r7706', 'r7790', 'r7862')",0.0,
OAK4,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.92,not_defined,0,"('r104', 'r1514', 'r7790', 'r7862')",1.0,"[('r1514', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.04,not_defined,0,"('r34', 'r103', 'r1486', 'r6718', 'r7018', 'r7228', 'r7408')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.04,not_defined,0,"('r103', 'r1486', 'r7228', 'r7408')",1.0,"[('r103', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.15,not_defined,0,"('r34', 'r103', 'r1487', 'r6719', 'r7019', 'r7229', 'r7409')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.15,not_defined,0,"('r103', 'r1487', 'r7229', 'r7409')",1.0,"[('r103', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.15,not_defined,0,"('r34', 'r103', 'r1488', 'r6720', 'r7020', 'r7230', 'r7410')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.15,not_defined,0,"('r103', 'r1488', 'r7230', 'r7410')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.19,not_defined,0,"('r34', 'r103', 'r1489', 'r6721', 'r7021', 'r7231', 'r7411')",1.0,"[('r34', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.19,not_defined,0,"('r103', 'r1489', 'r7231', 'r7411')",5.0,"[('r103', 5)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.17,not_defined,0,"('r34', 'r103', 'r1490', 'r6722', 'r7022', 'r7232', 'r7412')",1.0,"[('r34', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.17,not_defined,0,"('r103', 'r1490', 'r7232', 'r7412')",4.0,"[('r103', 4)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.14,not_defined,0,"('r34', 'r103', 'r1491', 'r6723', 'r7023', 'r7233', 'r7413')",1.0,"[('r34', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.14,not_defined,0,"('r103', 'r1491', 'r7233', 'r7413')",5.0,"[('r103', 5)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.2,not_defined,0,"('r34', 'r103', 'r1492', 'r6724', 'r7024', 'r7234', 'r7414')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.2,not_defined,0,"('r103', 'r1492', 'r7234', 'r7414')",1.0,"[('r103', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.1,not_defined,0,"('r34', 'r103', 'r1493', 'r6725', 'r7025', 'r7235', 'r7415')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.1,not_defined,0,"('r103', 'r1493', 'r7235', 'r7415')",2.0,"[('r103', 2)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.12,not_defined,0,"('r34', 'r103', 'r1494', 'r6726', 'r7026', 'r7236', 'r7416')",2.0,"[('r34', 2)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.12,not_defined,0,"('r103', 'r1494', 'r7236', 'r7416')",6.0,"[('r103', 6)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.18,not_defined,0,"('r34', 'r103', 'r1495', 'r6727', 'r7027', 'r7237', 'r7417')",1.0,"[('r34', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.18,not_defined,0,"('r103', 'r1495', 'r7237', 'r7417')",4.0,"[('r103', 4)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.18,not_defined,0,"('r34', 'r103', 'r1496', 'r6728', 'r7028', 'r7238', 'r7418')",1.0,"[('r34', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.18,not_defined,0,"('r103', 'r1496', 'r7238', 'r7418')",4.0,"[('r103', 4)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.11,not_defined,0,"('r34', 'r103', 'r1497', 'r6729', 'r7029', 'r7239', 'r7419')",2.0,"[('r34', 2)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.11,not_defined,0,"('r103', 'r1497', 'r7239', 'r7419')",6.0,"[('r103', 6)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.06,not_defined,0,"('r34', 'r103', 'r1498', 'r6730', 'r7030', 'r7240', 'r7420')",1.0,"[('r34', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.06,not_defined,0,"('r103', 'r1498', 'r7240', 'r7420')",6.0,"[('r103', 6)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.09,not_defined,0,"('r34', 'r103', 'r1499', 'r6731', 'r7031', 'r7241', 'r7421')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.09,not_defined,0,"('r103', 'r1499', 'r7241', 'r7421')",1.0,"[('r103', 1)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.09,not_defined,0,"('r34', 'r103', 'r1500', 'r6732', 'r7032', 'r7242', 'r7422')",2.0,"[('r34', 2)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.09,not_defined,0,"('r103', 'r1500', 'r7242', 'r7422')",8.0,"[('r103', 8)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.07,not_defined,0,"('r34', 'r103', 'r1501', 'r6733', 'r7033', 'r7243', 'r7423')",2.0,"[('r34', 2)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.07,not_defined,0,"('r103', 'r1501', 'r7243', 'r7423')",7.0,"[('r103', 7)]"
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,6.13,not_defined,0,"('r34', 'r103', 'r1502', 'r6734', 'r7034', 'r7244', 'r7424')",0.0,
OAK4,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,6.13,not_defined,0,"('r103', 'r1502', 'r7244', 'r7424')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.61,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1347', 'r2648', 'r2898', 'r3073', 'r3223')",1.0,"[('r102', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.61,not_defined,0,"('r84', 'r102', 'r1347', 'r3073', 'r3223')",6.0,"[('r102', 2), ('r1347', 4)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.44,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1348', 'r2649', 'r2899', 'r3074', 'r3224')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.44,not_defined,0,"('r84', 'r102', 'r1348', 'r3074', 'r3224')",1.0,"[('r1348', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.57,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1349', 'r2650', 'r2900', 'r3075', 'r3225')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.57,not_defined,0,"('r84', 'r102', 'r1349', 'r3075', 'r3225')",1.0,"[('r1349', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.42,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1350', 'r2651', 'r2901', 'r3076', 'r3226')",1.0,"[('r1350', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.42,not_defined,0,"('r84', 'r102', 'r1350', 'r3076', 'r3226')",6.0,"[('r1350', 6)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.43,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1351', 'r2652', 'r2902', 'r3077', 'r3227')",2.0,"[('r102', 1), ('r33', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.43,not_defined,0,"('r84', 'r102', 'r1351', 'r3077', 'r3227')",6.0,"[('r1351', 6)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.45,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1352', 'r2653', 'r2903', 'r3078', 'r3228')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.45,not_defined,0,"('r84', 'r102', 'r1352', 'r3078', 'r3228')",2.0,"[('r102', 1), ('r1352', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.49,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1353', 'r2654', 'r2904', 'r3079', 'r3229')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.49,not_defined,0,"('r84', 'r102', 'r1353', 'r3079', 'r3229')",1.0,"[('r1353', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.49,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1354', 'r2655', 'r2905', 'r3080', 'r3230')",1.0,"[('r2655', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.49,not_defined,0,"('r84', 'r102', 'r1354', 'r3080', 'r3230')",6.0,"[('r102', 1), ('r1354', 5)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.48,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1355', 'r2656', 'r2906', 'r3081', 'r3231')",1.0,"[('r33', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.48,not_defined,0,"('r84', 'r102', 'r1355', 'r3081', 'r3231')",4.0,"[('r102', 2), ('r1355', 2)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.34,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1356', 'r2657', 'r2907', 'r3082', 'r3232')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.34,not_defined,0,"('r84', 'r102', 'r1356', 'r3082', 'r3232')",2.0,"[('r1356', 2)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.54,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1357', 'r2658', 'r2908', 'r3083', 'r3233')",1.0,"[('r33', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.54,not_defined,0,"('r84', 'r102', 'r1357', 'r3083', 'r3233')",4.0,"[('r102', 3), ('r1357', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.4,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1358', 'r2659', 'r2909', 'r3084', 'r3234')",1.0,"[('r1358', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.4,not_defined,0,"('r84', 'r102', 'r1358', 'r3084', 'r3234')",4.0,"[('r1358', 4)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.39,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1359', 'r2660', 'r2910', 'r3085', 'r3235')",1.0,"[('r1359', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.39,not_defined,0,"('r84', 'r102', 'r1359', 'r3085', 'r3235')",2.0,"[('r1359', 2)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.33,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1360', 'r2661', 'r2911', 'r3086', 'r3236')",1.0,"[('r33', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.33,not_defined,0,"('r84', 'r102', 'r1360', 'r3086', 'r3236')",5.0,"[('r1360', 5)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.43,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1361', 'r2662', 'r2912', 'r3087', 'r3237')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.43,not_defined,0,"('r84', 'r102', 'r1361', 'r3087', 'r3237')",1.0,"[('r1361', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.4,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1362', 'r2663', 'r2913', 'r3088', 'r3238')",1.0,"[('r33', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.4,not_defined,0,"('r84', 'r102', 'r1362', 'r3088', 'r3238')",2.0,"[('r1362', 2)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.39,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1363', 'r2664', 'r2914', 'r3089', 'r3239')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.39,not_defined,0,"('r84', 'r102', 'r1363', 'r3089', 'r3239')",2.0,"[('r1363', 2)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.46,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1364', 'r2665', 'r2915', 'r3090', 'r3240')",1.0,"[('r33', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.46,not_defined,0,"('r84', 'r102', 'r1364', 'r3090', 'r3240')",5.0,"[('r102', 2), ('r1364', 3)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.52,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1365', 'r2666', 'r2916', 'r3091', 'r3241')",1.0,"[('r33', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.52,not_defined,0,"('r84', 'r102', 'r1365', 'r3091', 'r3241')",5.0,"[('r102', 3), ('r1365', 2)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.55,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1366', 'r2667', 'r2917', 'r3092', 'r3242')",1.0,"[('r33', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.55,not_defined,0,"('r84', 'r102', 'r1366', 'r3092', 'r3242')",5.0,"[('r102', 1), ('r1366', 4)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.5,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1367', 'r2668', 'r2918', 'r3093', 'r3243')",1.0,"[('r33', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.5,not_defined,0,"('r84', 'r102', 'r1367', 'r3093', 'r3243')",5.0,"[('r102', 4), ('r1367', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.62,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1368', 'r2669', 'r2919', 'r3094', 'r3244')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.62,not_defined,0,"('r84', 'r102', 'r1368', 'r3094', 'r3244')",2.0,"[('r102', 2)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.59,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1369', 'r2670', 'r2920', 'r3095', 'r3245')",1.0,"[('r102', 1)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.59,not_defined,0,"('r84', 'r102', 'r1369', 'r3095', 'r3245')",3.0,"[('r102', 1), ('r1369', 2)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.68,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1370', 'r2671', 'r2921', 'r3096', 'r3246')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.68,not_defined,0,"('r84', 'r102', 'r1370', 'r3096', 'r3246')",2.0,"[('r102', 2)]"
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,5.7,not_defined,0,"('r33', 'r63', 'r84', 'r102', 'r1371', 'r2672', 'r2922', 'r3097', 'r3247')",0.0,
OAK4,DLA5,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,5.7,not_defined,0,"('r84', 'r102', 'r1371', 'r3097', 'r3247')",2.0,"[('r1371', 2)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.57,not_defined,0,"('r53', 'r89', 'r1540', 'r3403', 'r4203', 'r5163', 'r5803')",0.0,
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.57,not_defined,0,"('r89', 'r1540', 'r5163', 'r5803')",2.0,"[('r89', 2)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.57,not_defined,0,"('r53', 'r89', 'r1541', 'r3404', 'r4204', 'r5164', 'r5804')",0.0,
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.57,not_defined,0,"('r89', 'r1541', 'r5164', 'r5804')",1.0,"[('r89', 1)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.58,not_defined,0,"('r53', 'r89', 'r1542', 'r3405', 'r4205', 'r5165', 'r5805')",0.0,
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.58,not_defined,0,"('r89', 'r1542', 'r5165', 'r5805')",1.0,"[('r89', 1)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.58,not_defined,0,"('r53', 'r89', 'r1543', 'r3406', 'r4206', 'r5166', 'r5806')",0.0,
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.58,not_defined,0,"('r89', 'r1543', 'r5166', 'r5806')",2.0,"[('r89', 2)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.52,not_defined,0,"('r53', 'r89', 'r1544', 'r3407', 'r4207', 'r5167', 'r5807')",1.0,"[('r3407', 1)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.52,not_defined,0,"('r89', 'r1544', 'r5167', 'r5807')",3.0,"[('r1544', 3)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.58,not_defined,0,"('r53', 'r89', 'r1545', 'r3408', 'r4208', 'r5168', 'r5808')",1.0,"[('r53', 1)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.58,not_defined,0,"('r89', 'r1545', 'r5168', 'r5808')",5.0,"[('r89', 5)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.6,not_defined,0,"('r53', 'r89', 'r1546', 'r3409', 'r4209', 'r5169', 'r5809')",1.0,"[('r53', 1)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.6,not_defined,0,"('r89', 'r1546', 'r5169', 'r5809')",4.0,"[('r89', 4)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.62,not_defined,0,"('r53', 'r89', 'r1547', 'r3410', 'r4210', 'r5170', 'r5810')",1.0,"[('r53', 1)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.62,not_defined,0,"('r89', 'r1547', 'r5170', 'r5810')",4.0,"[('r89', 4)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.6,not_defined,0,"('r53', 'r89', 'r1548', 'r3411', 'r4211', 'r5171', 'r5811')",1.0,"[('r53', 1)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.6,not_defined,0,"('r89', 'r1548', 'r5171', 'r5811')",3.0,"[('r89', 3)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.56,not_defined,0,"('r53', 'r89', 'r1549', 'r3412', 'r4212', 'r5172', 'r5812')",0.0,
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.56,not_defined,0,"('r89', 'r1549', 'r5172', 'r5812')",2.0,"[('r1549', 2)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.53,not_defined,0,"('r53', 'r89', 'r1550', 'r3413', 'r4213', 'r5173', 'r5813')",1.0,"[('r53', 1)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.53,not_defined,0,"('r89', 'r1550', 'r5173', 'r5813')",2.0,"[('r1550', 2)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.55,not_defined,0,"('r53', 'r89', 'r1551', 'r3414', 'r4214', 'r5174', 'r5814')",1.0,"[('r53', 1)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.55,not_defined,0,"('r89', 'r1551', 'r5174', 'r5814')",2.0,"[('r1551', 2)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.58,not_defined,0,"('r53', 'r89', 'r1552', 'r3415', 'r4215', 'r5175', 'r5815')",1.0,"[('r53', 1)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,2.58,not_defined,0,"('r89', 'r1552', 'r5175', 'r5815')",2.0,"[('r89', 2)]"
ONT2,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,2.55,not_defined,0,"('r53', 'r89', 'r1553', 'r3416', 'r4216', 'r5176', 'r5816')",1.0,"[('r53', 1)]"
