fc,ds,dimension,promise,arrival,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units_from_shipment_data,cumulative_route_assignment
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.32,not_defined,0,"('r80', 'r714', 'r4937')",9.0,"[('r80', 9)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.38,not_defined,0,"('r59', 'r80', 'r715', 'r4378', 'r4938')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.38,not_defined,0,"('r80', 'r715', 'r4938')",3.0,"[('r80', 3)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.35,not_defined,0,"('r59', 'r80', 'r716', 'r4379', 'r4939')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.35,not_defined,0,"('r80', 'r716', 'r4939')",4.0,"[('r80', 4)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.34,not_defined,0,"('r59', 'r80', 'r717', 'r4380', 'r4940')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.34,not_defined,0,"('r80', 'r717', 'r4940')",6.0,"[('r80', 6)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.38,not_defined,0,"('r59', 'r80', 'r718', 'r4381', 'r4941')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.38,not_defined,0,"('r80', 'r718', 'r4941')",0.0,
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.62,not_defined,0,"('r58', 'r79', 'r780', 'r6156', 'r6303')",1.0,"[('r58', 1)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.62,not_defined,0,"('r79', 'r780', 'r6303')",4.0,"[('r79', 4)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.5,not_defined,0,"('r58', 'r79', 'r781', 'r6157', 'r6304')",1.0,"[('r58', 1)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.5,not_defined,0,"('r79', 'r781', 'r6304')",2.0,"[('r79', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.3,not_defined,0,"('r59', 'r80', 'r719', 'r4382', 'r4942')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.3,not_defined,0,"('r80', 'r719', 'r4942')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.33,not_defined,0,"('r59', 'r80', 'r724', 'r4387', 'r4947')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.33,not_defined,0,"('r80', 'r724', 'r4947')",6.0,"[('r80', 6)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.26,not_defined,0,"('r59', 'r80', 'r725', 'r4388', 'r4948')",2.0,"[('r59', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.26,not_defined,0,"('r80', 'r725', 'r4948')",6.0,"[('r80', 6)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.24,not_defined,0,"('r59', 'r80', 'r726', 'r4389', 'r4949')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.24,not_defined,0,"('r80', 'r726', 'r4949')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.25,not_defined,0,"('r59', 'r80', 'r727', 'r4390', 'r4950')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.25,not_defined,0,"('r80', 'r727', 'r4950')",4.0,"[('r80', 4)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.21,not_defined,0,"('r59', 'r80', 'r728', 'r4391', 'r4951')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.21,not_defined,0,"('r80', 'r728', 'r4951')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.21,not_defined,0,"('r59', 'r80', 'r729', 'r4392', 'r4952')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.21,not_defined,0,"('r80', 'r729', 'r4952')",3.0,"[('r729', 2), ('r80', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.28,not_defined,0,"('r59', 'r80', 'r730', 'r4393', 'r4953')",2.0,"[('r59', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.28,not_defined,0,"('r80', 'r730', 'r4953')",6.0,"[('r80', 6)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.22,not_defined,0,"('r59', 'r80', 'r731', 'r4394', 'r4954')",2.0,"[('r59', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.22,not_defined,0,"('r80', 'r731', 'r4954')",7.0,"[('r731', 1), ('r80', 6)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.29,not_defined,0,"('r59', 'r80', 'r732', 'r4395', 'r4955')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.29,not_defined,0,"('r80', 'r732', 'r4955')",2.0,"[('r80', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.23,not_defined,0,"('r59', 'r80', 'r733', 'r4396', 'r4956')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.23,not_defined,0,"('r80', 'r733', 'r4956')",2.0,"[('r80', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.3,not_defined,0,"('r59', 'r80', 'r734', 'r4397', 'r4957')",2.0,"[('r59', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.3,not_defined,0,"('r80', 'r734', 'r4957')",6.0,"[('r80', 6)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.28,not_defined,0,"('r59', 'r80', 'r735', 'r4398', 'r4958')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.28,not_defined,0,"('r80', 'r735', 'r4958')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.28,not_defined,0,"('r59', 'r80', 'r736', 'r4399', 'r4959')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.28,not_defined,0,"('r80', 'r736', 'r4959')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.26,not_defined,0,"('r59', 'r80', 'r737', 'r4400', 'r4960')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.26,not_defined,0,"('r80', 'r737', 'r4960')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.3,not_defined,0,"('r59', 'r80', 'r738', 'r4401', 'r4961')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.3,not_defined,0,"('r80', 'r738', 'r4961')",3.0,"[('r80', 3)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.28,not_defined,0,"('r59', 'r80', 'r739', 'r4402', 'r4962')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.28,not_defined,0,"('r80', 'r739', 'r4962')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.26,not_defined,0,"('r59', 'r80', 'r740', 'r4403', 'r4963')",2.0,"[('r59', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.26,not_defined,0,"('r80', 'r740', 'r4963')",7.0,"[('r80', 7)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.28,not_defined,0,"('r59', 'r80', 'r741', 'r4404', 'r4964')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.28,not_defined,0,"('r80', 'r741', 'r4964')",2.0,"[('r80', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.34,not_defined,0,"('r59', 'r80', 'r742', 'r4405', 'r4965')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.34,not_defined,0,"('r80', 'r742', 'r4965')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.33,not_defined,0,"('r59', 'r80', 'r743', 'r4406', 'r4966')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.33,not_defined,0,"('r80', 'r743', 'r4966')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.33,not_defined,0,"('r59', 'r80', 'r744', 'r4407', 'r4967')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.33,not_defined,0,"('r80', 'r744', 'r4967')",2.0,"[('r80', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.34,not_defined,0,"('r59', 'r80', 'r745', 'r4408', 'r4968')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.34,not_defined,0,"('r80', 'r745', 'r4968')",2.0,"[('r80', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.33,not_defined,0,"('r59', 'r80', 'r746', 'r4409', 'r4969')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.33,not_defined,0,"('r80', 'r746', 'r4969')",4.0,"[('r80', 4)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.32,not_defined,0,"('r59', 'r80', 'r747', 'r4410', 'r4970')",2.0,"[('r59', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.32,not_defined,0,"('r80', 'r747', 'r4970')",6.0,"[('r80', 6)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.32,not_defined,0,"('r59', 'r80', 'r748', 'r4411', 'r4971')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.32,not_defined,0,"('r80', 'r748', 'r4971')",2.0,"[('r80', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.3,not_defined,0,"('r59', 'r80', 'r749', 'r4412', 'r4972')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.3,not_defined,0,"('r80', 'r749', 'r4972')",3.0,"[('r80', 3)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.52,not_defined,0,"('r59', 'r80', 'r750', 'r4413', 'r4973')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.52,not_defined,0,"('r80', 'r750', 'r4973')",0.0,
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.56,not_defined,0,"('r58', 'r79', 'r782', 'r6158', 'r6305')",1.0,"[('r58', 1)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.56,not_defined,0,"('r79', 'r782', 'r6305')",4.0,"[('r79', 4)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.52,not_defined,0,"('r58', 'r79', 'r783', 'r6159', 'r6306')",2.0,"[('r58', 2)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.52,not_defined,0,"('r79', 'r783', 'r6306')",7.0,"[('r79', 7)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.49,not_defined,0,"('r58', 'r79', 'r784', 'r6160', 'r6307')",1.0,"[('r58', 1)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.49,not_defined,0,"('r79', 'r784', 'r6307')",5.0,"[('r79', 5)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.63,not_defined,0,"('r58', 'r79', 'r785', 'r6161', 'r6308')",2.0,"[('r58', 2)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.63,not_defined,0,"('r79', 'r785', 'r6308')",9.0,"[('r79', 9)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.45,not_defined,0,"('r58', 'r79', 'r786', 'r6162', 'r6309')",1.0,"[('r58', 1)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.45,not_defined,0,"('r79', 'r786', 'r6309')",5.0,"[('r79', 5)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.61,not_defined,0,"('r58', 'r79', 'r788', 'r6164', 'r6311')",1.0,"[('r58', 1)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.61,not_defined,0,"('r79', 'r788', 'r6311')",3.0,"[('r79', 3)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.58,not_defined,0,"('r58', 'r79', 'r789', 'r6165', 'r6312')",2.0,"[('r58', 2)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.58,not_defined,0,"('r79', 'r789', 'r6312')",8.0,"[('r79', 8)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.48,not_defined,0,"('r58', 'r79', 'r790', 'r6166', 'r6313')",1.0,"[('r58', 1)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.48,not_defined,0,"('r79', 'r790', 'r6313')",5.0,"[('r79', 5)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.48,not_defined,0,"('r58', 'r79', 'r791', 'r6167', 'r6314')",2.0,"[('r58', 2)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.48,not_defined,0,"('r79', 'r791', 'r6314')",10.0,"[('r79', 10)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.55,not_defined,0,"('r58', 'r79', 'r792', 'r6168', 'r6315')",1.0,"[('r58', 1)]"
LAS7,DPS3,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.55,not_defined,0,"('r79', 'r792', 'r6315')",3.0,"[('r79', 3)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.33,not_defined,0,"('r59', 'r80', 'r752', 'r4415', 'r4975')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.33,not_defined,0,"('r80', 'r752', 'r4975')",1.0,"[('r80', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.34,not_defined,0,"('r59', 'r80', 'r753', 'r4416', 'r4976')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.34,not_defined,0,"('r80', 'r753', 'r4976')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.36,not_defined,0,"('r59', 'r80', 'r754', 'r4417', 'r4977')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.36,not_defined,0,"('r80', 'r754', 'r4977')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.35,not_defined,0,"('r59', 'r80', 'r755', 'r4418', 'r4978')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.35,not_defined,0,"('r80', 'r755', 'r4978')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.37,not_defined,0,"('r59', 'r80', 'r756', 'r4419', 'r4979')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.37,not_defined,0,"('r80', 'r756', 'r4979')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.38,not_defined,0,"('r59', 'r80', 'r757', 'r4420', 'r4980')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.38,not_defined,0,"('r80', 'r757', 'r4980')",0.0,
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.19,not_defined,0,"('r59', 'r80', 'r762', 'r4425', 'r4985')",2.0,"[('r59', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.19,not_defined,0,"('r80', 'r762', 'r4985')",7.0,"[('r762', 1), ('r80', 6)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.24,not_defined,0,"('r59', 'r80', 'r763', 'r4426', 'r4986')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.24,not_defined,0,"('r80', 'r763', 'r4986')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.2,not_defined,0,"('r59', 'r80', 'r764', 'r4427', 'r4987')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.2,not_defined,0,"('r80', 'r764', 'r4987')",3.0,"[('r80', 3)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.2,not_defined,0,"('r59', 'r80', 'r765', 'r4428', 'r4988')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.2,not_defined,0,"('r80', 'r765', 'r4988')",2.0,"[('r765', 1), ('r80', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.27,not_defined,0,"('r59', 'r80', 'r766', 'r4429', 'r4989')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.27,not_defined,0,"('r80', 'r766', 'r4989')",2.0,"[('r80', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.26,not_defined,0,"('r59', 'r80', 'r767', 'r4430', 'r4990')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.26,not_defined,0,"('r80', 'r767', 'r4990')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.29,not_defined,0,"('r59', 'r80', 'r768', 'r4431', 'r4991')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.29,not_defined,0,"('r80', 'r768', 'r4991')",2.0,"[('r80', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.16,not_defined,0,"('r59', 'r80', 'r769', 'r4432', 'r4992')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.16,not_defined,0,"('r80', 'r769', 'r4992')",4.0,"[('r769', 1), ('r80', 3)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.33,not_defined,0,"('r59', 'r80', 'r771', 'r4434', 'r4994')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.33,not_defined,0,"('r80', 'r771', 'r4994')",4.0,"[('r80', 4)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.31,not_defined,0,"('r59', 'r80', 'r772', 'r4435', 'r4995')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.31,not_defined,0,"('r80', 'r772', 'r4995')",4.0,"[('r80', 4)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.29,not_defined,0,"('r59', 'r80', 'r773', 'r4436', 'r4996')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.29,not_defined,0,"('r80', 'r773', 'r4996')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.27,not_defined,0,"('r59', 'r80', 'r774', 'r4437', 'r4997')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.27,not_defined,0,"('r80', 'r774', 'r4997')",3.0,"[('r80', 3)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.29,not_defined,0,"('r59', 'r80', 'r775', 'r4438', 'r4998')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.29,not_defined,0,"('r80', 'r775', 'r4998')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.27,not_defined,0,"('r59', 'r80', 'r776', 'r4439', 'r4999')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.27,not_defined,0,"('r80', 'r776', 'r4999')",6.0,"[('r80', 6)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.23,not_defined,0,"('r59', 'r80', 'r777', 'r4440', 'r5000')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.23,not_defined,0,"('r80', 'r777', 'r5000')",5.0,"[('r80', 5)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.3,not_defined,0,"('r59', 'r80', 'r778', 'r4441', 'r5001')",2.0,"[('r59', 2)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.3,not_defined,0,"('r80', 'r778', 'r5001')",7.0,"[('r80', 7)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.32,not_defined,0,"('r59', 'r80', 'r779', 'r4442', 'r5002')",1.0,"[('r59', 1)]"
LAS7,DPS1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.32,not_defined,0,"('r80', 'r779', 'r5002')",3.0,"[('r80', 3)]"
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.39,not_defined,0,"('r801', 'r6945', 'r7155')",0.0,
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.39,not_defined,0,"('r801', 'r7155')",0.0,
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.57,not_defined,0,"('r802', 'r6946', 'r7156')",1.0,"[('r802', 1)]"
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.57,not_defined,0,"('r802', 'r7156')",4.0,"[('r802', 4)]"
LAS7,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.51,not_defined,0,"('r831', 'r7671', 'r7755')",1.0,"[('r7671', 1)]"
LAS7,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.51,not_defined,0,"('r831', 'r7755')",6.0,"[('r831', 6)]"
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.53,not_defined,0,"('r803', 'r6947', 'r7157')",0.0,
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.53,not_defined,0,"('r803', 'r7157')",1.0,"[('r803', 1)]"
LAS7,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.5,not_defined,0,"('r832', 'r7672', 'r7756')",1.0,"[('r7672', 1)]"
LAS7,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.5,not_defined,0,"('r832', 'r7756')",3.0,"[('r832', 3)]"
LAS7,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.53,not_defined,0,"('r833', 'r7673', 'r7757')",1.0,"[('r7673', 1)]"
LAS7,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.53,not_defined,0,"('r833', 'r7757')",5.0,"[('r833', 5)]"
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.61,not_defined,0,"('r804', 'r6948', 'r7158')",1.0,"[('r804', 1)]"
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.61,not_defined,0,"('r804', 'r7158')",5.0,"[('r804', 5)]"
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.55,not_defined,0,"('r805', 'r6949', 'r7159')",0.0,
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.55,not_defined,0,"('r805', 'r7159')",2.0,"[('r805', 2)]"
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.47,not_defined,0,"('r806', 'r6950', 'r7160')",0.0,
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.47,not_defined,0,"('r806', 'r7160')",1.0,"[('r806', 1)]"
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.43,not_defined,0,"('r807', 'r6951', 'r7161')",0.0,
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.43,not_defined,0,"('r807', 'r7161')",2.0,"[('r807', 2)]"
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.44,not_defined,0,"('r808', 'r6952', 'r7162')",0.0,
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.44,not_defined,0,"('r808', 'r7162')",1.0,"[('r808', 1)]"
LAS7,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.34,not_defined,0,"('r834', 'r7674', 'r7758')",0.0,
LAS7,DSD2,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.34,not_defined,0,"('r834', 'r7758')",1.0,"[('r834', 1)]"
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 00:00:00,4.49,not_defined,0,"('r809', 'r6953', 'r7163')",0.0,
LAS7,DSD1,dim1,2021-05-12 23:59:59,2021-05-11 05:00:00,4.49,not_defined,0,"('r809', 'r7163')",1.0,"[('r809', 1)]"
