fc,ds,zipcode,dimension,promise,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units,arrival,amzl_optimal_flow,ddu_optimal_flow,3p_optimal_flow,optimal_flows_on_each_route
OAK4,DSD1,92130,dim1,2021-05-12 23:59:59,6.07,not_defined,0,['r34' 'r103' 'r1501' 'r6733' 'r7033' 'r7243' 'r7423'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r34': 0.0, 'r103': 0.0, 'r1501': 0.0, 'r6733': 0.0, 'r7033': 0.0, 'r7243': 0.0, 'r7423': 0.0}"
OAK4,DSD1,92130,dim1,2021-05-12 23:59:59,6.07,not_defined,0,['r103' 'r1501' 'r7243' 'r7423'],4.421068791578332,2021-05-11 05:00:00,8.234081828679613e-08,2.9822220152150984e-09,4.421068706255292,"{'r103': 8.234081828679613e-08, 'r1501': 4.421068706255292, 'r7243': 2.0285485233525275e-09, 'r7423': 9.53673491862571e-10}"
OAK4,DSD1,92131,dim1,2021-05-12 23:59:59,6.13,not_defined,0,['r34' 'r103' 'r1502' 'r6734' 'r7034' 'r7244' 'r7424'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r34': 0.0, 'r103': 0.0, 'r1502': 0.0, 'r6734': 0.0, 'r7034': 0.0, 'r7244': 0.0, 'r7424': 0.0}"
OAK4,DSD1,92131,dim1,2021-05-12 23:59:59,6.13,not_defined,0,['r103' 'r1502' 'r7244' 'r7424'],0.0,2021-05-11 05:00:00,0.0,0.0,0.0,"{'r103': 0.0, 'r1502': 0.0, 'r7244': 0.0, 'r7424': 0.0}"
OAK4,DLA5,92223,dim1,2021-05-12 23:59:59,5.61,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1347' 'r2648' 'r2898' 'r3073' 'r3223'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1347': 0.0, 'r2648': 0.0, 'r2898': 0.0, 'r3073': 0.0, 'r3223': 0.0}"
OAK4,DLA5,92223,dim1,2021-05-12 23:59:59,5.61,not_defined,0,['r84' 'r102' 'r1347' 'r3073' 'r3223'],3.78948753563857,2021-05-11 05:00:00,4.540541174941685e-09,3.2569056974756817e-09,3.7894875278411235,"{'r84': 3.352540263227614e-09, 'r102': 1.188000911714071e-09, 'r1347': 3.7894875278411235, 'r3073': 2.4153253778602197e-09, 'r3223': 8.41580319615462e-10}"
OAK4,DLA5,92313,dim1,2021-05-12 23:59:59,5.44,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1348' 'r2649' 'r2899' 'r3074' 'r3224'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1348': 0.0, 'r2649': 0.0, 'r2899': 0.0, 'r3074': 0.0, 'r3224': 0.0}"
OAK4,DLA5,92313,dim1,2021-05-12 23:59:59,5.44,not_defined,0,['r84' 'r102' 'r1348' 'r3074' 'r3224'],0.6315812559397617,2021-05-11 05:00:00,3.5488160739498956e-09,3.1638016313916174e-09,0.631581249227144,"{'r84': 2.490592412795923e-09, 'r102': 1.0582236611539726e-09, 'r1348': 0.631581249227144, 'r3074': 2.3135308188720788e-09, 'r3224': 8.502708125195387e-10}"
OAK4,DLA5,92320,dim1,2021-05-12 23:59:59,5.57,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1349' 'r2650' 'r2900' 'r3075' 'r3225'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1349': 0.0, 'r2650': 0.0, 'r2900': 0.0, 'r3075': 0.0, 'r3225': 0.0}"
OAK4,DLA5,92320,dim1,2021-05-12 23:59:59,5.57,not_defined,0,['r84' 'r102' 'r1349' 'r3075' 'r3225'],0.6315812559397617,2021-05-11 05:00:00,4.254779532722443e-09,3.2928588265569477e-09,0.6315812483921233,"{'r84': 3.100097655553952e-09, 'r102': 1.1546818771684905e-09, 'r1349': 0.6315812483921233, 'r3075': 2.4512783976881122e-09, 'r3225': 8.415804288688354e-10}"
OAK4,DLA5,92324,dim1,2021-05-12 23:59:59,5.42,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1350' 'r2651' 'r2901' 'r3076' 'r3226'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1350': 0.0, 'r2651': 0.0, 'r2901': 0.0, 'r3076': 0.0, 'r3226': 0.0}"
OAK4,DLA5,92324,dim1,2021-05-12 23:59:59,5.42,not_defined,0,['r84' 'r102' 'r1350' 'r3076' 'r3226'],3.78948753563857,2021-05-11 05:00:00,3.462265205962139e-09,3.1230588700901597e-09,3.7894875290532455,"{'r84': 2.4174692111442058e-09, 'r102': 1.0447959948179334e-09, 'r1350': 3.7894875290532455, 'r3076': 2.2814785504747605e-09, 'r3226': 8.415803196153992e-10}"
OAK4,DLA5,92346,dim1,2021-05-12 23:59:59,5.43,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1351' 'r2652' 'r2902' 'r3077' 'r3227'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1351': 0.0, 'r2652': 0.0, 'r2902': 0.0, 'r3077': 0.0, 'r3227': 0.0}"
OAK4,DLA5,92346,dim1,2021-05-12 23:59:59,5.43,not_defined,0,['r84' 'r102' 'r1351' 'r3077' 'r3227'],3.78948753563857,2021-05-11 05:00:00,3.504952505055652e-09,3.0939931659750262e-09,3.7894875290396244,"{'r84': 2.4534856299031596e-09, 'r102': 1.0514668751524925e-09, 'r1351': 3.7894875290396244, 'r3077': 2.2814785504747473e-09, 'r3227': 8.125146155002789e-10}"
OAK4,DLA5,92354,dim1,2021-05-12 23:59:59,5.45,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1352' 'r2653' 'r2903' 'r3078' 'r3228'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1352': 0.0, 'r2653': 0.0, 'r2903': 0.0, 'r3078': 0.0, 'r3228': 0.0}"
OAK4,DLA5,92354,dim1,2021-05-12 23:59:59,5.45,not_defined,0,['r84' 'r102' 'r1352' 'r3078' 'r3228'],1.2631625118795233,2021-05-11 05:00:00,3.5939048300595996e-09,3.288579291298646e-09,1.2631625049970394,"{'r84': 2.5288372625909405e-09, 'r102': 1.065067567468659e-09, 'r1352': 1.2631625049970394, 'r3078': 2.451277841336901e-09, 'r3228': 8.37301449961745e-10}"
OAK4,DLA5,92359,dim1,2021-05-12 23:59:59,5.49,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1353' 'r2654' 'r2904' 'r3079' 'r3229'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1353': 0.0, 'r2654': 0.0, 'r2904': 0.0, 'r3079': 0.0, 'r3229': 0.0}"
OAK4,DLA5,92359,dim1,2021-05-12 23:59:59,5.49,not_defined,0,['r84' 'r102' 'r1353' 'r3079' 'r3229'],0.6315812559397617,2021-05-11 05:00:00,3.787686732669159e-09,3.163039101374434e-09,0.6315812489890358,"{'r84': 2.6943342380693613e-09, 'r102': 1.0933524945997978e-09, 'r1353': 0.6315812489890358, 'r3079': 2.346495668700552e-09, 'r3229': 8.165434326738824e-10}"
OAK4,DLA5,92373,dim1,2021-05-12 23:59:59,5.49,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1354' 'r2655' 'r2905' 'r3080' 'r3230'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1354': 0.0, 'r2655': 0.0, 'r2905': 0.0, 'r3080': 0.0, 'r3230': 0.0}"
OAK4,DLA5,92373,dim1,2021-05-12 23:59:59,5.49,not_defined,0,['r84' 'r102' 'r1354' 'r3080' 'r3230'],3.78948753563857,2021-05-11 05:00:00,3.7876854244683396e-09,3.288578877167529e-09,3.7894875285623053,"{'r84': 2.694333114496224e-09, 'r102': 1.0933523099721156e-09, 'r1354': 3.7894875285623053, 'r3080': 2.451277470461692e-09, 'r3230': 8.37301406705837e-10}"
OAK4,DLA5,92374,dim1,2021-05-12 23:59:59,5.48,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1355' 'r2656' 'r2906' 'r3081' 'r3231'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1355': 0.0, 'r2656': 0.0, 'r2906': 0.0, 'r3081': 0.0, 'r3231': 0.0}"
OAK4,DLA5,92374,dim1,2021-05-12 23:59:59,5.48,not_defined,0,['r84' 'r102' 'r1355' 'r3081' 'r3231'],2.5263250237590467,2021-05-11 05:00:00,3.73710231243002e-09,3.280150374341412e-09,2.526325016741794,"{'r84': 2.650961100010675e-09, 'r102': 1.0861412124193452e-09, 'r1355': 2.526325016741794, 'r3081': 2.451277563183477e-09, 'r3231': 8.288728111579347e-10}"
OAK4,DLA5,92377,dim1,2021-05-12 23:59:59,5.34,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1356' 'r2657' 'r2907' 'r3082' 'r3232'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1356': 0.0, 'r2657': 0.0, 'r2907': 0.0, 'r3082': 0.0, 'r3232': 0.0}"
OAK4,DLA5,92377,dim1,2021-05-12 23:59:59,5.34,not_defined,0,['r84' 'r102' 'r1356' 'r3082' 'r3232'],1.2631625118795233,2021-05-11 05:00:00,3.157733630742249e-09,2.7498347454810537e-09,1.2631625059719551,"{'r84': 2.1634045921532034e-09, 'r102': 9.943290385890454e-10, 'r1356': 1.2631625059719551, 'r3082': 1.9332913745187394e-09, 'r3232': 8.165433709623143e-10}"
OAK4,DLA5,92399,dim1,2021-05-12 23:59:59,5.54,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1357' 'r2658' 'r2908' 'r3083' 'r3233'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1357': 0.0, 'r2658': 0.0, 'r2908': 0.0, 'r3083': 0.0, 'r3233': 0.0}"
OAK4,DLA5,92399,dim1,2021-05-12 23:59:59,5.54,not_defined,0,['r84' 'r102' 'r1357' 'r3083' 'r3233'],2.5263250237590467,2021-05-11 05:00:00,4.0652722131342e-09,3.205134547810635e-09,2.5263250164886397,"{'r84': 2.93437870595687e-09, 'r102': 1.1308935071773298e-09, 'r1357': 2.5263250164886397, 'r3083': 2.3804127242559098e-09, 'r3233': 8.247218235547254e-10}"
OAK4,DLA5,92404,dim1,2021-05-12 23:59:59,5.4,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1358' 'r2659' 'r2909' 'r3084' 'r3234'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1358': 0.0, 'r2659': 0.0, 'r2909': 0.0, 'r3084': 0.0, 'r3234': 0.0}"
OAK4,DLA5,92404,dim1,2021-05-12 23:59:59,5.4,not_defined,0,['r84' 'r102' 'r1358' 'r3084' 'r3234'],2.5263250237590467,2021-05-11 05:00:00,3.3802232433423876e-09,3.0029547545350096e-09,2.526325017375869,"{'r84': 2.3485182398442763e-09, 'r102': 1.0317050034981112e-09, 'r1358': 2.526325017375869, 'r3084': 2.1904401288517402e-09, 'r3234': 8.125146256832693e-10}"
OAK4,DLA5,92405,dim1,2021-05-12 23:59:59,5.39,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1359' 'r2660' 'r2910' 'r3085' 'r3235'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1359': 0.0, 'r2660': 0.0, 'r2910': 0.0, 'r3085': 0.0, 'r3235': 0.0}"
OAK4,DLA5,92405,dim1,2021-05-12 23:59:59,5.39,not_defined,0,['r84' 'r102' 'r1359' 'r3085' 'r3235'],1.2631625118795233,2021-05-11 05:00:00,3.340778988022308e-09,2.9782309046251285e-09,1.2631625055605131,"{'r84': 2.3154971857548423e-09, 'r102': 1.0252818022674656e-09, 'r1359': 1.2631625055605131, 'r3085': 2.1616875336626256e-09, 'r3235': 8.165433709625029e-10}"
OAK4,DLA5,92407,dim1,2021-05-12 23:59:59,5.33,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1360' 'r2661' 'r2911' 'r3086' 'r3236'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1360': 0.0, 'r2661': 0.0, 'r2911': 0.0, 'r3086': 0.0, 'r3236': 0.0}"
OAK4,DLA5,92407,dim1,2021-05-12 23:59:59,5.33,not_defined,0,['r84' 'r102' 'r1360' 'r3086' 'r3236'],3.157906279698808,2021-05-11 05:00:00,3.1237137189973427e-09,2.689603879178614e-09,3.15790627388549,"{'r84': 2.1353523656631823e-09, 'r102': 9.883613533341604e-10, 'r1360': 3.15790627388549, 'r3086': 1.8889403561823227e-09, 'r3236': 8.006635229962913e-10}"
OAK4,DLA5,92408,dim1,2021-05-12 23:59:59,5.43,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1361' 'r2662' 'r2912' 'r3087' 'r3237'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1361': 0.0, 'r2662': 0.0, 'r2912': 0.0, 'r3087': 0.0, 'r3237': 0.0}"
OAK4,DLA5,92408,dim1,2021-05-12 23:59:59,5.43,not_defined,0,['r84' 'r102' 'r1361' 'r3087' 'r3237'],0.6315812559397617,2021-05-11 05:00:00,3.5049536072402117e-09,3.2483921700325894e-09,0.6315812491864158,"{'r84': 2.4534865613421923e-09, 'r102': 1.0514670458980194e-09, 'r1361': 0.6315812491864158, 'r3087': 2.4153262780664146e-09, 'r3237': 8.330658919661748e-10}"
OAK4,DLA5,92410,dim1,2021-05-12 23:59:59,5.4,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1362' 'r2663' 'r2913' 'r3088' 'r3238'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1362': 0.0, 'r2663': 0.0, 'r2913': 0.0, 'r3088': 0.0, 'r3238': 0.0}"
OAK4,DLA5,92410,dim1,2021-05-12 23:59:59,5.4,not_defined,0,['r84' 'r102' 'r1362' 'r3088' 'r3238'],1.2631625118795233,2021-05-11 05:00:00,3.380223548638337e-09,3.0750252161472414e-09,1.2631625054242748,"{'r84': 2.3485184958276584e-09, 'r102': 1.0317050528106787e-09, 'r1362': 1.2631625054242748, 'r3088': 2.2503033611179495e-09, 'r3238': 8.247218550292918e-10}"
OAK4,DLA5,92411,dim1,2021-05-12 23:59:59,5.39,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1363' 'r2664' 'r2914' 'r3089' 'r3239'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1363': 0.0, 'r2664': 0.0, 'r2914': 0.0, 'r3089': 0.0, 'r3239': 0.0}"
OAK4,DLA5,92411,dim1,2021-05-12 23:59:59,5.39,not_defined,0,['r84' 'r102' 'r1363' 'r3089' 'r3239'],1.2631625118795233,2021-05-11 05:00:00,3.340778988022768e-09,3.0151622059852635e-09,1.263162505523582,"{'r84': 2.3154971857552592e-09, 'r102': 1.0252818022675086e-09, 'r1363': 1.263162505523582, 'r3089': 2.1904403509560147e-09, 'r3239': 8.247218550292488e-10}"
OAK4,DLA5,92507,dim1,2021-05-12 23:59:59,5.46,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1364' 'r2665' 'r2915' 'r3090' 'r3240'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1364': 0.0, 'r2665': 0.0, 'r2915': 0.0, 'r3090': 0.0, 'r3240': 0.0}"
OAK4,DLA5,92507,dim1,2021-05-12 23:59:59,5.46,not_defined,0,['r84' 'r102' 'r1364' 'r3090' 'r3240'],3.157906279698808,2021-05-11 05:00:00,3.640275846059994e-09,3.1496798406576697e-09,3.157906272908853,"{'r84': 2.5682752295116224e-09, 'r102': 1.0720006165483716e-09, 'r1364': 3.157906272908853, 'r3090': 2.2814785826046724e-09, 'r3240': 8.682012580529974e-10}"
OAK4,DLA5,92553,dim1,2021-05-12 23:59:59,5.52,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1365' 'r2666' 'r2916' 'r3091' 'r3241'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1365': 0.0, 'r2666': 0.0, 'r2916': 0.0, 'r3091': 0.0, 'r3241': 0.0}"
OAK4,DLA5,92553,dim1,2021-05-12 23:59:59,5.52,not_defined,0,['r84' 'r102' 'r1365' 'r3091' 'r3241'],3.157906279698808,2021-05-11 05:00:00,3.948976200751021e-09,3.2532153568833084e-09,3.1579062724966165,"{'r84': 2.8334043472509962e-09, 'r102': 1.1155718535000244e-09, 'r1365': 3.1579062724966165, 'r3091': 2.380412671794375e-09, 'r3241': 8.728026850889335e-10}"
OAK4,DLA5,92555,dim1,2021-05-12 23:59:59,5.55,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1366' 'r2667' 'r2917' 'r3092' 'r3242'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1366': 0.0, 'r2667': 0.0, 'r2917': 0.0, 'r3092': 0.0, 'r3242': 0.0}"
OAK4,DLA5,92555,dim1,2021-05-12 23:59:59,5.55,not_defined,0,['r84' 'r102' 'r1366' 'r3092' 'r3242'],3.157906279698808,2021-05-11 05:00:00,4.126326780776304e-09,3.3149256016913723e-09,3.1579062722575557,"{'r84': 2.9876135487700404e-09, 'r102': 1.138713232006264e-09, 'r1366': 3.1579062722575557, 'r3092': 2.4512775075524244e-09, 'r3242': 8.636480941389479e-10}"
OAK4,DLA5,92557,dim1,2021-05-12 23:59:59,5.5,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1367' 'r2668' 'r2918' 'r3093' 'r3243'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1367': 0.0, 'r2668': 0.0, 'r2918': 0.0, 'r3093': 0.0, 'r3243': 0.0}"
OAK4,DLA5,92557,dim1,2021-05-12 23:59:59,5.5,not_defined,0,['r84' 'r102' 'r1367' 'r3093' 'r3243'],3.157906279698808,2021-05-11 05:00:00,3.839807929862487e-09,3.2789735080091355e-09,3.1579062725800267,"{'r84': 2.7391481044945403e-09, 'r102': 1.100659825367947e-09, 'r1367': 3.1579062725800267, 'r3093': 2.4153254138702108e-09, 'r3243': 8.636480941389247e-10}"
OAK4,DLA5,92567,dim1,2021-05-12 23:59:59,5.62,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1368' 'r2669' 'r2919' 'r3094' 'r3244'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1368': 0.0, 'r2669': 0.0, 'r2919': 0.0, 'r3094': 0.0, 'r3244': 0.0}"
OAK4,DLA5,92567,dim1,2021-05-12 23:59:59,5.62,not_defined,0,['r84' 'r102' 'r1368' 'r3094' 'r3244'],1.2631625118795233,2021-05-11 05:00:00,4.618842952533848e-09,3.2974792120741273e-09,1.2631625039632013,"{'r84': 3.422209505063571e-09, 'r102': 1.196633447470277e-09, 'r1368': 1.2631625039632013, 'r3094': 2.4153257379417275e-09, 'r3244': 8.821534741323998e-10}"
OAK4,DLA5,92571,dim1,2021-05-12 23:59:59,5.59,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1369' 'r2670' 'r2920' 'r3095' 'r3245'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1369': 0.0, 'r2670': 0.0, 'r2920': 0.0, 'r3095': 0.0, 'r3245': 0.0}"
OAK4,DLA5,92571,dim1,2021-05-12 23:59:59,5.59,not_defined,0,['r84' 'r102' 'r1369' 'r3095' 'r3245'],1.894743767819285,2021-05-11 05:00:00,4.392484787698368e-09,3.2769741879317676e-09,1.8947437601498258,"{'r84': 3.221380398421364e-09, 'r102': 1.1711043892770042e-09, 'r1369': 1.8947437601498258, 'r3095': 2.3804128116920306e-09, 'r3245': 8.96561376239737e-10}"
OAK4,DLA5,92582,dim1,2021-05-12 23:59:59,5.68,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1370' 'r2671' 'r2921' 'r3096' 'r3246'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1370': 0.0, 'r2671': 0.0, 'r2921': 0.0, 'r3096': 0.0, 'r3246': 0.0}"
OAK4,DLA5,92582,dim1,2021-05-12 23:59:59,5.68,not_defined,0,['r84' 'r102' 'r1370' 'r3096' 'r3246'],1.2631625118795233,2021-05-11 05:00:00,5.16087144408971e-09,3.328731030813308e-09,1.2631625033899212,"{'r84': 3.909688695407743e-09, 'r102': 1.2511827486819674e-09, 'r1370': 1.2631625033899212, 'r3096': 2.4512778413467345e-09, 'r3246': 8.774531894665736e-10}"
OAK4,DLA5,92583,dim1,2021-05-12 23:59:59,5.7,not_defined,0,['r33' 'r63' 'r84' 'r102' 'r1371' 'r2672' 'r2922' 'r3097' 'r3247'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r33': 0.0, 'r63': 0.0, 'r84': 0.0, 'r102': 0.0, 'r1371': 0.0, 'r2672': 0.0, 'r2922': 0.0, 'r3097': 0.0, 'r3247': 0.0}"
OAK4,DLA5,92583,dim1,2021-05-12 23:59:59,5.7,not_defined,0,['r84' 'r102' 'r1371' 'r3097' 'r3247'],1.2631625118795233,2021-05-11 05:00:00,5.375070204157555e-09,3.324080568739276e-09,1.2631625031803728,"{'r84': 4.104582118088769e-09, 'r102': 1.2704880860687855e-09, 'r1371': 1.2631625031803728, 'r3097': 2.4512778413479852e-09, 'r3247': 8.728027273912908e-10}"
ONT2,DPS1,90012,dim1,2021-05-12 23:59:59,2.57,not_defined,0,['r53' 'r89' 'r1540' 'r3403' 'r4203' 'r5163' 'r5803'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r53': 0.0, 'r89': 0.0, 'r1540': 0.0, 'r3403': 0.0, 'r4203': 0.0, 'r5163': 0.0, 'r5803': 0.0}"
ONT2,DPS1,90012,dim1,2021-05-12 23:59:59,2.57,not_defined,0,['r89' 'r1540' 'r5163' 'r5803'],1.2631625118795233,2021-05-11 05:00:00,3.2936380245283986e-08,2.314598189680014e-09,1.2631624766285448,"{'r89': 3.2936380245283986e-08, 'r1540': 1.2631624766285448, 'r5163': 1.0544200729271964e-09, 'r5803': 1.2601781167528177e-09}"
ONT2,DPS1,90013,dim1,2021-05-12 23:59:59,2.57,not_defined,0,['r53' 'r89' 'r1541' 'r3404' 'r4204' 'r5164' 'r5804'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r53': 0.0, 'r89': 0.0, 'r1541': 0.0, 'r3404': 0.0, 'r4204': 0.0, 'r5164': 0.0, 'r5804': 0.0}"
ONT2,DPS1,90013,dim1,2021-05-12 23:59:59,2.57,not_defined,0,['r89' 'r1541' 'r5164' 'r5804'],0.6315812559397617,2021-05-11 05:00:00,3.293648115938685e-08,2.3145984392560916e-09,0.631581220688682,"{'r89': 3.293648115938685e-08, 'r1541': 0.631581220688682, 'r5164': 1.0544201757818977e-09, 'r5804': 1.260178263474194e-09}"
ONT2,DPS1,90014,dim1,2021-05-12 23:59:59,2.58,not_defined,0,['r53' 'r89' 'r1542' 'r3405' 'r4205' 'r5165' 'r5805'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r53': 0.0, 'r89': 0.0, 'r1542': 0.0, 'r3405': 0.0, 'r4205': 0.0, 'r5165': 0.0, 'r5805': 0.0}"
ONT2,DPS1,90014,dim1,2021-05-12 23:59:59,2.58,not_defined,0,['r89' 'r1542' 'r5165' 'r5805'],0.6315812559397617,2021-05-11 05:00:00,4.117068203315253e-08,2.324315974319754e-09,0.6315812124447637,"{'r89': 4.117068203315253e-08, 'r1542': 0.6315812124447637, 'r5165': 1.0544201756983359e-09, 'r5805': 1.2698957986214181e-09}"
ONT2,DPS1,90017,dim1,2021-05-12 23:59:59,2.58,not_defined,0,['r53' 'r89' 'r1543' 'r3406' 'r4206' 'r5166' 'r5806'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r53': 0.0, 'r89': 0.0, 'r1543': 0.0, 'r3406': 0.0, 'r4206': 0.0, 'r5166': 0.0, 'r5806': 0.0}"
ONT2,DPS1,90017,dim1,2021-05-12 23:59:59,2.58,not_defined,0,['r89' 'r1543' 'r5166' 'r5806'],1.2631625118795233,2021-05-11 05:00:00,4.117052424754563e-08,2.3078899039165707e-09,1.2631624684011094,"{'r89': 4.117052424754563e-08, 'r1543': 1.2631624684011094, 'r5166': 1.0477117871986633e-09, 'r5806': 1.2601781167179074e-09}"
ONT2,DPS1,90022,dim1,2021-05-12 23:59:59,2.52,not_defined,0,['r53' 'r89' 'r1544' 'r3407' 'r4207' 'r5167' 'r5807'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r53': 0.0, 'r89': 0.0, 'r1544': 0.0, 'r3407': 0.0, 'r4207': 0.0, 'r5167': 0.0, 'r5807': 0.0}"
ONT2,DPS1,90022,dim1,2021-05-12 23:59:59,2.52,not_defined,0,['r89' 'r1544' 'r5167' 'r5807'],1.894743767819285,2021-05-11 05:00:00,1.6468143359761443e-08,2.3145981064641357e-09,1.8947437490365435,"{'r89': 1.6468143359761443e-08, 'r1544': 1.8947437490365435, 'r5167': 1.054420038627153e-09, 'r5807': 1.2601780678369826e-09}"
ONT2,DPS1,90026,dim1,2021-05-12 23:59:59,2.58,not_defined,0,['r53' 'r89' 'r1545' 'r3408' 'r4208' 'r5168' 'r5808'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r53': 0.0, 'r89': 0.0, 'r1545': 0.0, 'r3408': 0.0, 'r4208': 0.0, 'r5168': 0.0, 'r5808': 0.0}"
ONT2,DPS1,90026,dim1,2021-05-12 23:59:59,2.58,not_defined,0,['r89' 'r1545' 'r5168' 'r5808'],3.157906279698808,2021-05-11 05:00:00,4.117042969586066e-08,2.2983198153582404e-09,3.1579062362300587,"{'r89': 4.117042969586066e-08, 'r1545': 3.1579062362300587, 'r5168': 1.0477117262151068e-09, 'r5808': 1.2506080891431336e-09}"
